9,58,Judea and Samaria District,30/07/2022,2.65,2,615
8,22,The Northern District,19/10/2022,6.52,1,1705
4,12,The Central District,24/01/2023,4.88,2,1133
6,16,The Central District,08/05/2022,4.57,2,1059
2,6,The Haifa District,23/12/2022,1.05,1,275
8,23,Jerusalem District,22/12/2022,6.55,1,1713
2,4,The Haifa District,12/05/2022,7.42,1,1940
8,51,Tel-Aviv District,30/01/2023,5.8,1,1517
2,59,The Central District,20/01/2023,2.08,1,545
1,2,The Northern District,23/01/2023,1.38,1,362
2,5,Jerusalem District,02/07/2022,0.83,1,218
6,16,The Central District,13/11/2022,7.77,2,1802
9,44,The Haifa District,03/01/2023,9.58,2,2223
9,44,The Haifa District,21/05/2022,2.58,2,599
3,50,South District,06/02/2023,1.63,2,379
4,33,Jerusalem District,07/03/2023,5.22,2,1210
10,28,The Haifa District,04/11/2022,5.58,1,1461
10,29,The Haifa District,16/04/2022,4.42,1,1155
6,57,Judea and Samaria District,07/01/2023,3.68,2,855
3,8,The Central District,07/01/2023,7.53,2,1748
4,33,Jerusalem District,24/01/2023,1.23,2,286
3,60,Judea and Samaria District,24/06/2022,7.13,2,1655
9,27,Jerusalem District,22/07/2022,3.68,2,855
2,45,The Haifa District,17/01/2023,4.25,1,1112
10,40,The Northern District,28/12/2022,0.8,1,209
3,50,South District,10/11/2022,4.32,2,1001
2,45,The Haifa District,20/01/2023,3.93,1,1029
3,50,South District,21/12/2022,1.42,2,329
4,10,South District,03/12/2022,2.23,2,518
2,4,The Haifa District,05/12/2022,1.62,1,423
4,43,The Northern District,09/06/2022,6.18,2,1435
4,33,Jerusalem District,07/03/2023,2.77,2,642
3,50,South District,01/03/2023,9.43,2,2189
9,53,The Central District,13/11/2022,3.67,2,851
5,32,The Haifa District,21/08/2022,7.53,1,1971
6,17,The Haifa District,13/11/2022,5.47,2,1268
2,45,The Haifa District,07/01/2023,1.6,1,419
7,21,The Haifa District,27/03/2023,0.25,2,58
4,11,The Northern District,16/06/2022,2.22,2,514
6,18,The Haifa District,28/08/2022,7.03,2,1632
8,48,The Northern District,24/01/2023,5.85,1,1530
4,33,Jerusalem District,20/03/2023,1.62,2,375
10,30,The Northern District,27/01/2023,7.6,1,1988
6,16,The Central District,26/06/2022,1.32,2,305
3,7,Jerusalem District,20/12/2022,0.57,2,131
8,22,The Northern District,16/10/2022,4.78,1,1251
5,15,Jerusalem District,30/10/2022,3.48,1,911
9,58,Judea and Samaria District,07/01/2023,6.63,2,1539
6,16,The Central District,29/08/2022,7.22,2,1674
10,40,The Northern District,29/05/2022,4.03,1,1055
7,46,The Haifa District,29/08/2022,2.62,2,607
8,49,Judea and Samaria District,16/07/2022,2.1,1,549
8,49,Judea and Samaria District,24/01/2023,3.87,1,1012
6,38,Tel-Aviv District,29/01/2023,4.93,2,1145
2,45,The Haifa District,03/01/2023,2.7,1,706
6,18,The Haifa District,09/09/2022,3.85,2,893
2,45,The Haifa District,16/01/2023,8.03,1,2102
6,18,The Haifa District,16/09/2022,3.88,2,901
6,17,The Haifa District,16/07/2022,3.77,2,874
1,56,Tel-Aviv District,30/09/2022,2.47,1,645
7,36,Judea and Samaria District,15/11/2022,2.53,2,588
9,27,Jerusalem District,01/08/2022,3.95,2,916
9,58,Judea and Samaria District,21/07/2022,10.35,2,2401
4,12,The Central District,26/04/2022,7.57,2,1755
2,45,The Haifa District,22/01/2023,9.33,1,2442
1,56,Tel-Aviv District,14/09/2022,2.32,1,606
8,49,Judea and Samaria District,02/07/2022,3.93,1,1029
9,26,South District,24/08/2022,2.63,2,611
8,48,The Northern District,10/01/2023,4.62,1,1208
8,51,Tel-Aviv District,26/01/2023,5.78,1,1513
1,56,Tel-Aviv District,29/01/2023,1.95,1,510
6,57,Judea and Samaria District,30/05/2022,5.08,2,1179
2,45,The Haifa District,11/01/2023,1.83,1,480
3,60,Judea and Samaria District,08/04/2022,9.6,2,2227
4,33,Jerusalem District,17/03/2023,5.87,2,1361
8,49,Judea and Samaria District,25/02/2023,2.27,1,593
1,2,The Northern District,10/01/2023,4.05,1,1059
5,13,The Haifa District,21/07/2022,1,1,262
2,45,The Haifa District,29/01/2023,7.15,1,1870
3,60,Judea and Samaria District,27/05/2022,1.9,2,441
2,45,The Haifa District,14/01/2023,5.02,1,1312
3,41,Tel-Aviv District,10/10/2022,7.12,2,1651
4,33,Jerusalem District,28/03/2023,1.17,2,271
9,27,Jerusalem District,20/11/2022,2.52,2,584
8,22,The Northern District,07/11/2022,3.35,1,876
1,2,The Northern District,11/12/2022,5.5,1,1439
6,57,Judea and Samaria District,27/01/2023,0.32,2,73
10,40,The Northern District,19/09/2022,5.45,1,1426
9,25,The Central District,29/01/2023,10.63,2,2467
3,41,Tel-Aviv District,07/11/2022,7.45,2,1728
1,1,Judea and Samaria District,23/01/2023,4.93,1,1291
6,17,The Haifa District,08/12/2022,8.02,2,1860
1,1,Judea and Samaria District,21/01/2023,4.65,1,1216
10,29,The Haifa District,06/10/2022,5.55,1,1452
5,13,The Haifa District,18/07/2022,5.6,1,1465
4,33,Jerusalem District,29/01/2023,3.05,2,708
4,11,The Northern District,30/06/2022,4.7,2,1090
2,4,The Haifa District,29/08/2022,2.7,1,706
1,1,Judea and Samaria District,27/01/2023,2.2,1,576
4,10,South District,25/06/2022,5.25,2,1218
7,21,The Haifa District,24/10/2022,8.45,2,1960
6,17,The Haifa District,12/06/2022,0.4,2,93
6,57,Judea and Samaria District,15/03/2023,4.8,2,1114
10,29,The Haifa District,24/03/2023,0.85,1,222
3,7,Jerusalem District,02/05/2022,9.08,2,2107
4,11,The Northern District,14/07/2022,6.77,2,1570
6,17,The Haifa District,08/08/2022,1.25,2,290
9,44,The Haifa District,13/08/2022,2.65,2,615
5,32,The Haifa District,28/08/2022,4.88,1,1277
2,45,The Haifa District,03/01/2023,6.9,1,1805
3,8,The Central District,02/06/2022,1.05,2,244
1,56,Tel-Aviv District,21/09/2022,9.85,1,2577
3,41,Tel-Aviv District,04/11/2022,7.42,2,1721
1,1,Judea and Samaria District,14/07/2022,3.05,1,798
9,27,Jerusalem District,26/01/2023,7.12,2,1651
1,56,Tel-Aviv District,22/01/2023,7.42,1,1940
4,33,Jerusalem District,23/02/2023,5.8,2,1346
7,46,The Haifa District,11/08/2022,5.05,2,1172
4,43,The Northern District,05/11/2022,7.77,2,1802
4,33,Jerusalem District,26/03/2023,0.57,2,131
8,24,Jerusalem District,21/01/2023,4.35,1,1138
4,12,The Central District,12/07/2022,9.58,2,2223
3,7,Jerusalem District,04/11/2022,9.1,2,2111
8,48,The Northern District,09/03/2023,4.42,1,1155
8,51,Tel-Aviv District,11/03/2023,1.23,1,323
2,45,The Haifa District,21/01/2023,7.13,1,1866
9,26,South District,06/01/2023,3.02,2,700
4,52,The Central District,08/06/2022,4.93,2,1145
8,23,Jerusalem District,08/12/2022,2.27,1,593
9,25,The Central District,20/01/2023,1.25,2,290
3,47,The Haifa District,07/05/2022,0.97,2,224
6,18,The Haifa District,15/08/2022,3.42,2,793
4,10,South District,08/02/2023,7.53,2,1748
4,11,The Northern District,29/05/2022,4.2,2,974
7,46,The Haifa District,21/08/2022,5.47,2,1268
9,58,Judea and Samaria District,22/07/2022,6.75,2,1566
2,6,The Haifa District,20/05/2022,5.15,1,1347
6,17,The Haifa District,22/10/2022,5.85,2,1357
7,19,The Central District,20/06/2022,1.62,2,375
9,53,The Central District,26/08/2022,5.17,2,1199
2,45,The Haifa District,28/01/2023,7.6,1,1988
4,52,The Central District,17/12/2022,3.65,2,847
3,50,South District,03/02/2023,1.32,2,305
7,21,The Haifa District,25/03/2023,3.23,2,750
3,9,The Haifa District,04/01/2023,4.78,2,1110
6,17,The Haifa District,30/08/2022,2.37,2,549
9,53,The Central District,05/05/2022,4.9,2,1137
1,1,Judea and Samaria District,26/01/2023,3.53,1,924
8,49,Judea and Samaria District,29/12/2022,1.15,1,301
2,45,The Haifa District,17/01/2023,5.75,1,1504
9,44,The Haifa District,27/03/2023,2.45,2,568
10,30,The Northern District,23/01/2023,6.95,1,1818
6,38,Tel-Aviv District,07/11/2022,6.63,2,1539
2,45,The Haifa District,18/12/2022,5.73,1,1500
9,44,The Haifa District,21/11/2022,5.47,2,1268
3,60,Judea and Samaria District,13/04/2022,7.22,2,1674
9,27,Jerusalem District,27/01/2023,4.03,2,936
10,29,The Haifa District,18/01/2023,9.15,1,2394
5,35,The Northern District,24/06/2022,2.57,1,671
3,41,Tel-Aviv District,16/09/2022,4.35,2,1009
9,25,The Central District,07/08/2022,5.48,2,1272
3,41,Tel-Aviv District,07/06/2022,3.73,2,866
6,57,Judea and Samaria District,19/02/2023,2.7,2,626
8,23,Jerusalem District,18/06/2022,3.22,1,841
4,12,The Central District,25/02/2023,4.22,2,978
2,45,The Haifa District,23/01/2023,2.47,1,645
1,1,Judea and Samaria District,20/01/2023,2.53,1,663
2,45,The Haifa District,03/01/2023,3.95,1,1033
4,52,The Central District,14/06/2022,2.48,2,576
2,59,The Central District,28/01/2023,2.97,1,776
8,24,Jerusalem District,30/01/2023,2.75,1,719
10,30,The Northern District,24/05/2022,9.33,1,2442
7,36,Judea and Samaria District,26/09/2022,8.22,2,1906
8,49,Judea and Samaria District,25/09/2022,7.93,1,2075
2,4,The Haifa District,24/08/2022,2.1,1,549
8,22,The Northern District,07/08/2022,0.7,1,183
3,41,Tel-Aviv District,03/10/2022,2.32,2,537
7,36,Judea and Samaria District,08/06/2022,2.63,2,611
1,56,Tel-Aviv District,06/12/2022,4.62,1,1208
10,40,The Northern District,19/04/2022,3.43,1,898
5,35,The Northern District,13/04/2022,3.17,1,828
7,36,Judea and Samaria District,06/12/2022,1.97,2,456
3,8,The Central District,11/01/2023,5.78,2,1342
10,30,The Northern District,03/06/2022,1.95,1,510
4,52,The Central District,22/06/2022,9.6,2,2227
5,15,Jerusalem District,19/10/2022,0.37,1,96
9,25,The Central District,21/08/2022,5.13,2,1191
10,28,The Haifa District,26/01/2023,0.83,1,218
4,52,The Central District,06/07/2022,1.9,2,441
7,46,The Haifa District,18/08/2022,5.02,2,1164
10,30,The Northern District,09/12/2022,1.17,1,305
2,5,Jerusalem District,14/11/2022,2.52,1,658
3,50,South District,15/02/2023,3.35,2,777
5,37,Jerusalem District,10/09/2022,1.5,1,392
10,40,The Northern District,11/10/2022,4.05,1,1059
9,58,Judea and Samaria District,05/02/2023,6.32,2,1465
10,29,The Haifa District,29/01/2023,1.95,1,510
3,9,The Haifa District,20/01/2023,3.22,2,746
5,37,Jerusalem District,03/12/2022,5.33,1,1395
7,36,Judea and Samaria District,26/09/2022,1.57,2,363
6,17,The Haifa District,14/06/2022,6.7,2,1554
8,24,Jerusalem District,12/12/2022,4.43,1,1160
7,46,The Haifa District,06/04/2023,5.6,2,1299
2,5,Jerusalem District,17/01/2023,8.65,1,2263
2,45,The Haifa District,12/10/2022,0.68,1,179
10,28,The Haifa District,08/01/2023,5.87,1,1535
4,11,The Northern District,15/06/2022,5.25,2,1218
1,2,The Northern District,01/02/2023,0.15,1,39
9,27,Jerusalem District,21/01/2023,5.6,2,1299
7,19,The Central District,15/12/2022,8.45,2,1960
9,25,The Central District,25/01/2023,1.45,2,336
3,7,Jerusalem District,19/05/2022,8.08,2,1875
4,33,Jerusalem District,08/03/2023,4.53,2,1052
8,22,The Northern District,14/10/2022,9.08,1,2376
2,5,Jerusalem District,27/01/2023,5.88,1,1539
8,48,The Northern District,21/01/2023,2.95,1,772
2,45,The Haifa District,23/01/2023,1.25,1,327
10,29,The Haifa District,12/03/2023,8.3,1,2171
2,45,The Haifa District,23/01/2023,6.52,1,1705
1,2,The Northern District,28/01/2023,4.08,1,1068
10,40,The Northern District,04/07/2022,4.57,1,1195
4,11,The Northern District,29/08/2022,4.58,2,1063
5,32,The Haifa District,27/08/2022,6.9,1,1805
3,7,Jerusalem District,18/10/2022,9.85,2,2285
7,19,The Central District,14/07/2022,3.05,2,708
4,11,The Northern District,11/09/2022,3.83,2,889
4,12,The Central District,22/12/2022,2.78,2,646
5,37,Jerusalem District,10/04/2023,5.05,1,1321
9,26,South District,23/08/2022,0.83,2,193
6,38,Tel-Aviv District,26/01/2023,0.57,2,131
1,56,Tel-Aviv District,28/09/2022,3.95,1,1033
6,17,The Haifa District,29/06/2022,2.67,2,619
8,49,Judea and Samaria District,11/07/2022,1.63,1,427
10,40,The Northern District,24/08/2022,2.88,1,754
5,32,The Haifa District,29/10/2022,9.1,1,2381
10,30,The Northern District,03/11/2022,5.58,1,1461
6,57,Judea and Samaria District,23/03/2023,4.42,2,1025
7,21,The Haifa District,28/01/2023,3.68,2,855
3,50,South District,18/02/2023,6.02,2,1396
10,40,The Northern District,09/10/2022,1.38,1,362
4,52,The Central District,08/07/2022,7.13,2,1655
6,17,The Haifa District,03/07/2022,4.93,2,1145
8,49,Judea and Samaria District,07/02/2023,0.8,1,209
2,59,The Central District,17/07/2022,3.93,1,1029
4,12,The Central District,09/02/2023,1.42,2,329
2,5,Jerusalem District,30/01/2023,2.73,1,715
3,50,South District,18/02/2023,1.62,2,375
3,8,The Central District,13/02/2023,7.17,2,1663
8,51,Tel-Aviv District,16/10/2022,6.18,1,1618
2,45,The Haifa District,08/01/2023,1.25,1,327
10,29,The Haifa District,07/05/2022,2.77,1,724
4,10,South District,24/01/2023,0.97,2,224
2,6,The Haifa District,18/12/2022,1.72,1,449
5,35,The Northern District,13/11/2022,8.35,1,2184
6,17,The Haifa District,12/06/2022,5.35,2,1241
3,7,Jerusalem District,17/04/2022,4.2,2,974
2,45,The Haifa District,30/01/2023,1.6,1,419
4,33,Jerusalem District,15/03/2023,0.25,2,58
9,27,Jerusalem District,13/06/2022,2.22,2,514
3,47,The Haifa District,02/08/2022,6.75,2,1566
7,21,The Haifa District,11/12/2022,7.03,2,1632
9,53,The Central District,10/11/2022,7.6,2,1763
1,1,Judea and Samaria District,21/08/2022,3.48,1,911
5,32,The Haifa District,12/12/2022,0.47,1,122
1,56,Tel-Aviv District,10/09/2022,0.78,1,205
6,57,Judea and Samaria District,02/02/2023,1.03,2,240
8,22,The Northern District,30/05/2022,6.95,1,1818
